ID,Text,Sub-task A,Sub-task B
C68.539,"যেভাবে মিডিয়ার মাধ্যমে রানু মন্ডল ভাইরাল হয়েছিল সের মিডিয়ায় আবার আনন্দলকে
রেলস্টেশনে ভিখারীর কাতারে বসিয়ে দিতে পারেন অন্য বিকার এদের মাথায় উকুন বেশি
নয় কারণ রানুস মন্ডল জানেন রানু মন্ডল এর মাথায় উকুন বেশি তাই উনার মাথার উকুন
অন্যদের মাথায় উঠবে বলে তাই এর রানু মন্ডল এদের কাছ থেকে দূরে থাকবেন",CAG,NGEN
C68.47,"ওকে আবার আগের মত ভিক্ষা করানোই উচিত
তাহলে যদি বুঝে নিজের জায়গা ও",CAG,NGEN
C59.915,Right Dada.... your so nice da,NAG,NGEN
C68.1214.1,Phone number ta deba bhai tomar. Amar namber 8617327437,NAG,NGEN
C68.1137,বড হতে হলে বড মন থাকা দরকার,CAG,NGEN
C46.168,"এই মাদারচেদ ধোন কাঁটা মোল্লার বাচ্চাদের গুষ্ঠি একদিন পুরো মায়ানমারের মতো সাফ
হয়ে যাবে... জয় শ্রী রাম",OAG,GEN
C59.1760,Mental ranu akta,OAG,NGEN
C59.2108,Sash ta khub valo lagache,NAG,NGEN
C68.430,😠😠😠😠,NAG,NGEN
C59.1381,Daarun hoyeche,NAG,NGEN
C59.403,1 dom thik bola cho .kintu ohonkar basi,CAG,NGEN
C59.414,To thar ar kaj nai,NAG,NGEN
C55.78,Sala vorua....abe dhare calao ...dekh or guder roshe beriye jabe,NAG,GEN
C59.101,Fokir and bhikari mondol,NAG,NGEN
C59.698,Darun Dada....hebby dilen ...,NAG,NGEN
C45.610,"Oder ke khanki bole gali diben na..
Ami, apni der moto lokera oder khanki baniyesi.

Kono na kono somossa na hole ora ekhane ase ni..

Oder back side e je koster karon ase ta amader moto lok dekhe na ..

Kebol amra video banai ar moja ni",NAG,GEN
C68.847,"KAPORER KALIDHULE JAI-----ARKOPALER KALI BHUGLE JAI---------MATHA KHARAP HOYE
GELE KAROKI6UR KORAR NAI---MITHA KOTHA AR CHAL CHATURI TE MAYERA {RANU} EKH
NOBER STAND EA PORE-----ETA ODERJANMAGOTO ADHIKAR----ARCHAJA HOBER KOTHA NOY
---THANKS..",NAG,NGEN
C59.2231,moner kota,NAG,NGEN
C59.2081,Ranu Mandal pagol hoyeche paisa dekhen,CAG,NGEN
C59.524,Ranu Mandal k dekle ..birokto lage,CAG,NGEN
C68.892,কাকের পিছনে ময়ূরপুচ্ছ লাগালেই কাক ময়ূর হয়ে যায় না কাক কাকই থাকে।,CAG,NGEN
C59.1341,Ranu mental 😂😂😂😂😂😂😂😂😂😂😂,NAG,NGEN
C68.565,Indian Arijit bd arman alif song bas,NAG,NGEN
C59.1813,"Khub valo laglo. Eta dekhe apnake subscribe kore dilam. Darun video ta.
Selfish Ranu k represent korar jonno thanks.",NAG,NGEN
C45.615.1,Golam Jakaria Mondal,NAG,NGEN
C59.1239,Pakka khanki magi .. ranu,OAG,GEN
C44.137,Ki pathetic life,NAG,NGEN
C68.515,জোতা মার,CAG,NGEN
C58.336,"পিট হিতিরে
মাগির এই গান আমার কানে আসলে আমার মাথা আর ঠিক থাকেনা মনে কয় খালি তারে জুতা দিয়া
পিটি",OAG,GEN
C45.702.1,95175823 imo,NAG,NGEN
C59.1952,Excellent vai,NAG,NGEN
C59.1863,R a vai ranu di to tar kata...,NAG,NGEN
C59.471,Faltu singer ranu mondol 😝😝😝,CAG,NGEN
C55.180,Ai rokom veda swami aami jibone dekhini,NAG,GEN
C65.98,"Jemon nayok temon naika ,,Magi ar maga faltu ..... Bangla chinema bal iama",CAG,GEN
C55.171,magir fasi chai ..,OAG,GEN
C68.1273.1,"Boinnera bonee sundar sisura matri kulee. Boner poshu manusher kulee anatao
bhul",CAG,NGEN
C62.86,এর জন্য দায়ী সাকিব,CAG,NGEN
C44.165.2,মালুর বাচ্চারা এগুলো মানে না,CAG,NGEN
C62.110,তুই একটা মাগি,OAG,GEN
C59.1495,Nice bro.vry nice je jemon ta chay take tik setai diya dhorkar.,NAG,NGEN
C59.631,"""Aaj ke morle kalke dudin"" Epic.. 😂😂😂😂",NAG,NGEN
C44.276.2,"তোদের কোনো ধর্ম আছে আকাটা নোমো একজনে ধর্ম লিখে খেছে তা তোরা পালন কর। তোদের
ধর্মে ভগবান হলো সাপ,বানর,হাতি,গরু, ধন, ছামা ইত্যাদি এখন বল তোদের ধর্ম কি আর
মুসলমানের ধর্ম কি নিজে একটু ভাবতো।তাই না যেনে কথা বলবি না।",OAG,NGEN
C59.117,Tumi joleso,NAG,NGEN
C68.664,Right sup videos.. Ranudi akta baiman,OAG,NGEN
C59.259,Dada tumi khub sweet 😘😘☺️,NAG,NGEN
C59.1710,Ranur video jeno Amar YouTube na ase,NAG,NGEN
C68.547,অনিতা মার্কেট থেকে আসার পরে ফেমাস হয়ে ছে,NAG,NGEN
C45.703.2,ভাগ্য ভাল ভিডিওটা করার সময় বুঝতে পারেনি ওরা না হলে তোমাকে ও চুদে দিতো,CAG,NGEN
C59.597,Ranu mondal k station ai bosia deoa hok...oi ranaghat aaaa.,CAG,NGEN
C59.692,"আর জাই হোক জিন কখনো বেইমানি করে না
যেমন মা তেমনি তার মেয়ে
অকৃতজ্ঞ",OAG,NGEN
C59.1296,Perfect bolacho dada,NAG,NGEN
C68.1233,"Dada ranu di pechone theak video banano leakchar mara ato kano. Apnar ato jodi
quality thake taholey ranudi samne ase bolun sei murad to nei. Apnar to lojja
howa darker j eak mohilar bapare commence kora. Apni o to ranu bapare bole
nijer banano video ta viral kore eak ta sujog kor te chichen. Ta holey apni o
to beiman holen naki. Apni janen r karo video banale cholbena tai ranur video
ta baniye jodi eak nam kamano jai. R jara apnar video ta deke support korchen
tarao apnar motoni.",CAG,NGEN
C46.235.1,"@Abhijit Das tor bara ta kete nun lonka makhiye tor barir lok khwabo sourer
baccha baper pod diye beriyechis tui...tor maake dekhle tor dhon daray naki
laora??sala pode bara sik gorom kore dhukiye debo dhoner aga diye gorom sik
brye asbe.",OAG,GEN
C59.437,Sojjo Kora jai na r !! 😑,NAG,NGEN
C61.1684,High level er vikharichoda magi,OAG,GEN
C45.190,Ami por te Aslam coment 🙉🙉🙉🙉🙈🙈🙈🙈😆😆😆😆🙆🙆🙆,NAG,NGEN
C59.2237,Ki dile vai,NAG,NGEN
C59.617,"Onar golar proshonksha keno korchhen . Oita o to bhogobaner daan.... Onar
proshonkshar kisu nei bhogon er jonno proshonksha pabe... Taai naa??😂😂
Moyla moner odhikari ei mohila... Bole laav nei... Akhn to akash a urchhe ...
Jokhon porbe niche tokhon shob bujhbe... Joghonno mohila...",OAG,NGEN
C68.443.2,Pure khati kotha village pure khati kotha bole 94 din Na main,NAG,NGEN
C55.122,"Bokachoda chele
Sala valo manuser bachcha",OAG,GEN
C59.734,"কাল থেকে আমি ও স্টেশনে গিয়ে গান গাইবো রাতারাতি রানু মন্ডল হয়ে যাব আমার মতো
কে কে করবে লাইক করো লাইক করো",NAG,NGEN
C59.2361,Sera diyechhen,NAG,NGEN
C59.987,Public sympathy.. ei kotha ta ekdom thik bollen,NAG,NGEN
C68.370.1,এক্কেবারেই ঠিক।,NAG,NGEN
C45.320,Tui khanki,OAG,GEN
C59.1414,Ranur meye pc,OAG,NGEN
C59.2260,ohh Dada dilen mari.....khub valo laglo video ta dekhe.....,NAG,NGEN
C47.117,সাবাস ইশানি আর তোর মা খানকি কে থুথু ছিঃ ছিঃ।,OAG,GEN
C59.1038,"ভবিষ্যতে পথে ঘাটে এই ধরনের ট্যালন্টেড লোক দেখলে, তাদের ট্যালেন্ট এর বিষয়টি
লাইম লাইটে আনার আগে সবাই একবার হলেও ভাববে ( এই ফকিন্নির মন্তব্য গুলোর কথা
ভেবে)",NAG,NGEN
C59.1315,Bakchodi bakchodi ma and meyer,NAG,NGEN
C68.1075,মেয়েটার মাথায় কি কিছু নাই,CAG,NGEN
C55.96,Ato madar cod maye puro khanki magi,OAG,GEN
C65.182,Porimoni ar o kichu dekhte amr channel visit korun,NAG,NGEN
C46.3,"এদের কোন বিচার নয় Direct গুলি ।।।দেশের আইন এর বদল হোক ।।এদের বাচার কোন আধিকার
নেই ।।এদের পিটিয়ে মেরে ফেলা উচিত ছিল ।।",OAG,NGEN
C46.29,ara desher charam satru,NAG,NGEN
C61.406,তোরে চুদলে খানকি মাগি?,OAG,GEN
C68.801,"Ranu dikey sokoley valo thaktey bolun , galagale na korey",NAG,NGEN
C59.1908,😂😂 সালা কি বলে রে 🤔,CAG,NGEN
C45.701,Eta sealdah theke kivabe jabo ?,NAG,NGEN
C59.1314,Ekdom thik bolechen abak manus uni,NAG,NGEN
C47.72.4,Todr ma Bon ra arokom choritrohin bole ki sob nari rai serokom?,OAG,GEN
C59.2392,"পুরো মনের কথা বলেছেন। উনি সত্যিই একজন ভালো গায়ীকা, কিন্তু একজন ভালো মানুষ হতে
পারেন নি।",CAG,NGEN
C45.435,"Tumi ja koracho, tomai keu Valo bolbena dada",NAG,NGEN
C45.186,Ader jonno better job ami debo,NAG,NGEN
C59.311,গানটা বাজলেই আমার মাথায় আগুন জ্বলে যাই 🙇🙇🚶,CAG,NGEN
C68.424,Beimaan Ranu Mondal,OAG,NGEN
C68.1210,Jio,NAG,NGEN
C44.104.1,"Ha prochar dorkar, manus k sabdhan krte, somaj koto ta hingsro hote pare seta
janate Ei gulo dekhano proyojon obossoi aa6e",NAG,NGEN
C45.404,Vai Tor dom acha,NAG,NGEN
C45.424.1,Sason,NAG,NGEN
C46.127,"Re muslim hok r hindu doa kora ektu meye gulo ke toder moto manus vab jeder
sorir ache janowar hoawar age eta vab janowar o eram kore na sala... sei sob
chele gilulo dekh oi sob meye der baba maa r ki obostha hoe bokachoda ra morbi
sob abar bolle bole muslim jat valo hindu jat valo sobar age manusotter dhormo
palon kor dhemna gulo",NAG,NGEN
C59.1011,বা আজব তো 😂😂😂😂😂,NAG,NGEN
C46.115.1,আপনি খুব ভাল।,NAG,NGEN
C68.874,"রানু মন্ডল মানসিকভাবে অসুস্থ তাই কখন কি বলে ওর বোধগম্য হয় না। ওকে নিয়ে এসব
ফালতু আলোচনা কেন? আপনি রানু মন্ডলের থেকেও মানসিক ভারসাম্যহীন এবং নিন্দুক। এসব
ঘৃণ্য কাজ করে আপনি কি পান? Stop unnecessary broadcasting of hate speech. You
should have to go to Psychiatrist Doctor for your mental treatment. That's
Enough.",OAG,NGEN
C59.1050,"Akdom thik bolaychen
Prochondo phaltu manus Ranu mandol",OAG,NGEN
C68.455,Ohonkar potonar fol,CAG,NGEN
C68.620,Bainchot toder kothay fatchhe,CAG,GEN
C59.1009,"ভিখারির ধারনা ভিখারির মত অসভ্য রানু মন্ডল ভিখারি ওর গান শুনে আমার ওর মুখে
প্রস্রাব করতে করতে মন চাইতেছে😡😠",OAG,NGEN
C45.722,Jodi nijer thake help na korte paro tahole oder kaj nea moja koro na Dada pls,NAG,NGEN
C59.2168,Joss bro,NAG,NGEN
C45.556.1,@Rafa star আমরা আবার কি করলাম দাদা,NAG,NGEN
C45.254,"Kon amanus emon video banai. Manuser asahayatar sujog ke business banano khb
kharap",NAG,NGEN
C68.1296.5,r bokachoda tor kno.gare chulkani ok neye pora,CAG,GEN
C59.672.5,😁😁😂😂😃😅,NAG,NGEN
C68.1357,অহংকারী পতনের মূল কারণ 🤐,CAG,NGEN
C68.476,a naki more ge6e....?????,CAG,NGEN
C44.333,Muslim Der moddhe eta hoy,NAG,NGEN
C61.960,Madarchod rendi sali,OAG,GEN
C68.1347,Akta baje buo tini ranu mandal pagol,CAG,NGEN
C59.748,Sera Sera 😂🤣,NAG,NGEN
C61.555,"mostly🙄🙄🙄🙄disease,,moment,,audience🙄🙄🙄🙄 এসব কি শুনলাম বাড়া🤣🤣🤣🤣🤣🤣🤣🤣",CAG,GEN
C59.856,Bpk 👍👍👍👍👍👍,NAG,NGEN
C61.1200,Vod,CAG,GEN
C46.94,Muslim der tarau khanki chale der.,OAG,GEN
C68.426,Most beyadop,OAG,NGEN
C66.50,অামার মতে মিথিলার জন্য এমন husband ই দরকার,NAG,NGEN
C44.138,Chi chi,NAG,NGEN
C59.1406,Kthata khub sundor.....haaaaa...Darun vai,NAG,NGEN
C59.2138,"Wow dada tomar sob khota gulo amar khub valo lagache tumi darun bolacho
ratarati star hoya or khub ohogkar hoya gache manus k manus mone kora na",NAG,NGEN
C59.365,ek no bola bhai,NAG,NGEN
C68.169,Ranu Di noy randi,OAG,GEN
C65.454,সালা ছাগল একটা,CAG,NGEN
C68.1333.2,gan amar valo lage kintu asayavata valo lage na.,CAG,NGEN
C68.54,R dada koeil moliik juto kore koi marlo,NAG,NGEN
C61.1827.1,"Right bondhu etodin jader sathe thakche tader k oshomman korche shali khangkir
buri",OAG,GEN
C44.209,"ETA jodi Muslim der hoto thole aro loke kto ki blto .. eitoh Muslim der
character r kono thik nei kintu era to hindu akhn ki blbe public .. shame on
our society.. hindu Muslim e ki6u ase jay na .. jar manosikota jmn se temon e
kore .. tai kichu blar age vabun du bar ..",NAG,NGEN
C59.1250,Ooo supper,NAG,NGEN
C59.12,রাইট ভাই,NAG,NGEN
C59.2387,Ba ba bhai,NAG,NGEN
C59.1536,"Himesh Reshammiya ekebarey think bolechen oses dhonnobad apnakey Ranu mondoler
okritoggota prokaser jonno bah Ranu mondol bah",NAG,NGEN
C68.915.1,Nurjan Islam,NAG,NGEN
C44.270.4,Marina Jahan hmmm setai 😂🤦🏼‍♀️,NAG,NGEN
C57.30,a daki chodar factary,NAG,GEN
C46.146,"Same time raster more dar koriye pathor mere mere Mara uchit sob guloke,",OAG,NGEN
C46.149,"Keu sasti thik Moto pachhena..tai ato beray cholchay ora...kobey je keu sasti
pabey",NAG,NGEN
C68.943,O kotota poriska,NAG,NGEN
C68.378,না তুমি কিছু বলবো নি তুমি সত্যিই বলেছ,NAG,NGEN
C61.1522,"Last -a dum kore gojiye otha Kalo genji r sunglass pore hubba choda Bantu ta
ke re??? 🤣🤣🤣🤣",CAG,GEN
C68.1024.3,Lekha pora nokora manuhe besi telentet hoi kito tar ahongkar,CAG,NGEN
C46.262.1,Ekdomm ar tar age nangtoo kore bara gulo Chete fele deoa lagtooooo,OAG,NGEN
C58.341.5,Ranu mondal kuttar jat hali fokinni,OAG,GEN
C59.2183,কি বলবো খুবই ভালো লাগেরে ভাই তোমার কথা গুলো,NAG,NGEN
C46.211,Sab kata molla kankir 6ala,OAG,GEN
C68.1104.1,Akhon to Teri Meri sunlei gaa jole othe vai,CAG,NGEN
C59.877,Akdom thik bole6o dada👍👍👍👍,NAG,NGEN
C44.322,"Valobasle abr take keo khon kore CCC ata k vlobasa bolena ..j vlobasbe se
chaybe j vlobasar manus kivabe happy take ..pagol soumo",NAG,NGEN
C44.347.3,eguli nongrami noi.bujhli bal.,NAG,NGEN
C45.196,"Dada apner number Ta plz (arnabmondal938@gmail.com) Gmail account send krun
..plz dada 🤝👏",NAG,NGEN
C68.1279,"আপনি যা বলেছেন খারাব কিছুই বলেননি বাট, আমি যদি কিছু বলি তাহলে হয়তো ছোটো মুখে
বড়ো কথা হয়ে যাবে। তবে এই টুকু বলতে চাই, রানু মন্ডল আগে কখনো পাগল ছিলকিনা আমি
জানিনা, তো এখন ভালো ভাবে বুঝতে পারছি ও পাগল হয়েগেছে। কোথায় বলে কানাকে সাগের
খেত দেখাতে নেই। দেখলে পরে সবি তার।",CAG,NGEN
C59.201,faltu singer,NAG,NGEN
C45.280,Arokom kora akdom apnar uchit hoi ni .....,NAG,NGEN
C45.298,"Ei dhoroner video baniye YouTube e chere ki labh hoy? Niche je caption gulo
dichhillen sobai Jane sesob. Apni manusher Peter bhate lathi marchen Ora ekta
kothao bhul bole ni . Jodi ichhe hoy to Jan oder sathe bed share korun. Peter
daye oneke oi line e jay .Tobe apnar ei Bal marka video te bhabben na je apni
boro YouTube r hoye jete parben. ETA gorib manush r sathe khilli Kora just.
Nothing else.",NAG,NGEN
C45.139,ভাই এসব না দিয়ে পারলে ওদের সাথে কিভাবে যোগাযোগ করা যায় সেই ব্যবস্তাটা করে দিন।,NAG,NGEN
C59.1351,"TMR video gulo darun Dada,",NAG,NGEN
C59.1492,😄😄😄😄😄😃😃😀,NAG,NGEN
C59.693,Oi balta ke deklei amar ga jole uthe,OAG,NGEN
C68.1104,Vikke cheye khaoya manush hut Kore dami celebrity manush hoyeche to Tai erokom,CAG,NGEN
C55.71,jaded rokto ta khankir hoi tara konodin valo hoi na,CAG,GEN
C59.2178,hindi industry tar puro..... kore dibe,CAG,NGEN
C59.84,বাহ রানুদি বাহ🤣🤣🤣,NAG,NGEN
C45.402,west bengal কোন জায়গায় এই পল্লি বলবেন কি এডামিন,NAG,NGEN
C59.878,Mar sali ke😝😜🤯🤬😡😡😡😡😡😡😡😡😤,NAG,NGEN
C45.687,Sundor sundor jouno karmi ke dekhao dada,NAG,GEN
C68.1325,দাদা রানু মন্ডলের অহংকার বেড়েছে তাই তার পতন নিজেই ডেকে আনবেন দাদা,CAG,NGEN
C59.1463,Thik bole6o bro,NAG,NGEN
C46.90,Besir vag sob molla. Eder Guli kore encounter kora uchit,OAG,NGEN
C68.938,Dada apnar ranu di bad diye anno kno vido korte fate naki,CAG,NGEN
C45.41,Place kothay go,NAG,NGEN
C59.533,Or ohongkarir jonnoi aj sobar kace kharap,CAG,NGEN
C68.252,Tait,NAG,NGEN
C59.270,পায়খানা দিয়ে দিবো রানু মন্ডলের মুখে 😭😅😅😅😅😭🤮🤮🤮🤮,CAG,NGEN
C46.243.1,B Sarkar janoar bhalobasar mullo dite jne,NAG,NGEN
C68.52,অহংকার মানুষকে শেষ করে,NAG,NGEN
C45.4,অন্য কিছু ভিডিও পোস্ট করো এদের আর ছোট করোনা দাদা,NAG,NGEN
C46.194,Sab kota ke Amr Torof teke Moha milon ar kace Fasi chai...,NAG,NGEN
C59.147,. রানু পাগলি,NAG,NGEN
C59.1349,Khanki magi... Murkho chudi,OAG,GEN
C59.2067,রানুর মেয়ে কে চুদি,OAG,GEN
C61.467,haramjadi vikmangni kere tui pagli,OAG,GEN
C68.193,"ভাই তোমাকে বলছি,, তুমি রানু দিয়ে নিয়ে কোন ভিডিও না বানিয়ে,, অন্য কিছু ভিডিও
বানাও,, কারণ এই রানুদির ভিডিও তো দূরের কথা এর কথা শুনলে আমার মাথা গরম হয়ে।।।
জানিনা যদি কোনদিন সামনে পাই।। সেদিন মনে যা রাগ আছে সব মিটিয়ে নেবো",CAG,NGEN
C44.260,এরা দুজনে নিজের ভাই বোন নয় ।এক মাসির মেয়ে আরেক মাসির ছেলে ।,NAG,NGEN
C44.296,Bero sala,NAG,NGEN
C68.827,"এটাই হয়, ঘুটে কুড়ানির বেটি মক্কা দেখলে। ভিখারী যে হয় যতোই রাজ প্রাসাদে যাক,
অভ্যাস টা, ব্যবহারে ভিখারি ই থাকে। এটাই বাস্তব সত্য।",CAG,NGEN
C59.1703,"ফকীৰ জখন বাশসা হয় তাৰ ফকীৰা নজৰ যায়না ,,,,,,,,,,,,আৰ বাশসা জখন ফকীৰ হয় তাৰ
বাশসাৰ নজৰ যায়না ,,,,,,,,ঠিক এমনটা হয়েছে ৰানু দিদিৰ সাতে🤔🤔🤔",CAG,NGEN
C44.346.2,mal vai ki blo tmi,NAG,NGEN
C44.278,Indian sob sala kutta ara bisso somaj nosto korar mul karigor.,OAG,NGEN
C46.9,Amader CM R Kache Eta Chotto Ghatana Chilo Tai Na,CAG,NGEN
C65.66,বেশ্যা,OAG,GEN
C59.1394,😄😄😄,NAG,NGEN
C45.678.1,@Ismail Hossain haa bolle jetam,NAG,NGEN
C59.336,😄😄😄😄,NAG,NGEN
C59.474,murku mondol..,CAG,NGEN
C68.765,"apnar video khub bhalo laglo.thanks for this.sotto ke samne anar jonno
dhonyobad",NAG,NGEN
C68.863,Akdom thik koracha koyel Mollik,NAG,NGEN
C59.1074,Jai hok tor jodi oi joggota ta thakto tahole tui o erokom korti,NAG,NGEN
C59.1609,Ek dam think🤯🤯🤯,NAG,NGEN
C59.2171,সাবাস ভাই😂😂😂,NAG,NGEN
C68.56.2,Apni amar sathe jogajog korunn. Ekta apner ganer video niye,CAG,NGEN
C59.2398,পিটানো দরকার,CAG,NGEN
C68.601,"Vai uni ja kichhu boluk apner ato matha batha keno? Mantri Ra o anek vulval
balen tokhon ki koren?",CAG,NGEN
C68.1342,অার তুমিও ব্যাবসা শুরু করে দিলা,NAG,NGEN
C45.754,Bokachoda ei sab korchis toder jonno era r rastay ghurbe na,NAG,NGEN
C59.1100,Dada aii video ta sune apnar channell ta subscribe korlan darun die6en bboss,NAG,NGEN
C68.487,Ranu ke Vai?,NAG,NGEN
C59.2349,বদমাহিস মহিলা বেইমান,OAG,NGEN
C62.347,"R shakib gudmaranir vai o bokachoda. Ei rokom mota hatir moto khanki k ki
dekhe biye korechilo",OAG,GEN
C68.844.5,@Rupali Tarafdar ami search korchi parchi na oi name,NAG,NGEN
C59.1104,dada jio sim niye video banao r harami mukes ambani k niyeo kichu bolo,CAG,NGEN
C68.407,Ato kharaub,CAG,NGEN
C59.635,Ami apnar khub boro fan. Dada,NAG,NGEN
C59.2226,Hebi hoyeche .sonice video🙂🙂☺☺☺,NAG,NGEN
C68.704,Vhikari murkho omn kotha e bola Ranu kon raj Pori selo,CAG,NGEN
C44.176,"Chi Chi.. Didi Maar moto thaake!
Eei ki Shombhob?? No..!",NAG,GEN
C59.1376,Akta like Diya Santi ho6a na 😁😆,NAG,NGEN
C45.543,ভালো লাগলো👍👍👍👍👍👍,NAG,NGEN
C59.674,ওর গান শুনে বমি হয়,CAG,NGEN
C59.385,Superb Yaar thik bollecho,NAG,NGEN
C59.27,সত্যি কী বলেছেন,NAG,NGEN
C68.1008,Mental ranu mondal,OAG,NGEN
C68.844,"আমি ও রানু দিদি কে সাপোর্ট করতাম কিন্তু আজ আমি লজ্জিত। আমি ও গান ভীষন ভালো
বাসি। যে মুখে🌷 লতাজী আর 🌷আশাজির গান গাই সেই মুখে এমন কথা মানায় না। এটা ওনাদের
কে আপমান করা হয়। ধন্যবাদ দাদা ভাই এই কথা গুলি বলার জন্য 🙏🙏🙏",CAG,NGEN
C45.144,Shabash bhai ei krte gle shaosh lge 👌👌👌,NAG,NGEN
C45.547.5,@Riya Ghosh তোমার বাড়ি কোথায়?,NAG,NGEN
C44.53,esab faltu,NAG,NGEN
C59.747,"Baler gan ke sune amra jdi support na kori thle tumi kichui na ato attitude
valo na ranu😏😏",CAG,NGEN
C68.444,Ranu harami.,OAG,NGEN
C68.626,আপনি বেশি বকবক না করে ভিডিওটা শুরু করুন,CAG,NGEN
C59.2020,এসব মাগিদের কেনা জুতা দিয়ে মারা উচিত চোখে মুখে,NAG,GEN
C59.536,Kutta ranu,OAG,NGEN
C59.1498,Darun diye6o vai😆😆😆😆😆😆,NAG,NGEN
C59.1660,"Ata ke, amra ektu kichu palai lafai ata or na amader bhul",NAG,NGEN
C45.3,ওরা আছে বোলেই দেশে ধরষন কম,NAG,NGEN
C45.472,Kothay at,NAG,NGEN
C61.377,BC ranu,OAG,GEN
C68.549,"ওনার জন‍্য ,অনেক ভাল কীছু করার প্রতিভা হয়ত নষ্ঠ হবে",CAG,NGEN
C59.1893,"এই মহিলা খুব বাজে,,,,,,, বিবেক বুদ্ধি কিছুই নেই, বেইমান,",OAG,NGEN
C68.691,Babohare bonser porichoy kuzat khokhono jater hoy na,CAG,NGEN
C59.2050,"বন্ধ করে দিয়েছে কারণে আবার যাতে ভিক্ষা করতে পারে কারণ অন্যের মানুষ অন্য
মানুষের হুকুন দেখে বাড়ায় ওর মাথায় ছাড়পোকা পারে সেটা দেখে না",CAG,NGEN
C59.538,Raano mondol youtube calate pare ki na eyta dekho agee... 😀😀,CAG,NGEN
C44.333.3,@Apurba Patra hindu dero to hoi,NAG,NGEN
C59.519,Jio guru brow,NAG,NGEN
C59.1923,ak dom tik bol6o,NAG,NGEN
C68.878,Akdam Thik Dada vikarir Bacha vikari thake juto khule Marun,CAG,NGEN
C44.297.1,"@Pratik Chowdhury আরে ভাই ফালতু না।এসবের সাথে জড়িত নেই কিভাবে বলছেন।ডারউইন আর
ল্যামার্কের তত্ত্ব পড়েছি।ডারউইন বলেছে যে আমরা একটা কমন পূর্বপুরুষ থেকে এসছি।তো
মানুষের বিস্তার টা এবার ভাবুন।ক",NAG,NGEN
C68.229,চুদে মার সালাকে,OAG,GEN
C68.618,চপ্পল মালা,CAG,NGEN
C59.2270,Pagli to pagli hoti hai,CAG,NGEN
C68.821,Akdom write,NAG,NGEN
C59.1362,"Jamon meye tamon maa, I hate Ranu mondol, Phaltu okritoggo Mohila😟",OAG,NGEN
C46.43,TMC যত দিন থাকবে ততদিন অন্যায় অত্যাচার বেড়েই চলবে।,CAG,NGEN
C59.1128,Darun,NAG,NGEN
C59.1001,Deko dada tomar ai montobo take ami selut kor6i,NAG,NGEN
C59.2401,"Manush upokar Kora jaina
Korle airokome:",CAG,NGEN
C68.296,Ke Titel dilen ar ke dhkalen,NAG,NGEN
C59.1582,"কি আর করা যবে দাদা........
সময় খারাপ থাকলে পেছন মারলেও বাচ্চা হয়। 😏😏😏😉",CAG,NGEN
C45.653.1,Hi dear kemon acho,NAG,NGEN
C59.1205,"Ranu di apni nije ke ki mone koren? Himesh er ek albulm a a aaaa korei ato
ahonkar?Apnar moto koti koti gayika rashtai ghure barachche.Lata Mangeskar
mahan gayika.Lata ji er gaan gailei Lata ji howa jai na.Apni ato borai korben
na apni ranaghat er plartform ai gaan korun otai apnar sathik jaiga.Akritaggo
mohila",OAG,NGEN
C46.185,এইসব জানোয়ার দের স্পটে ইন কাউন্টার করা দরকার ?,OAG,NGEN
C62.191,আমি বিয়ে করব অপুকে,NAG,NGEN
C59.2273,"এমন ভিডিও দেখার অপেক্ষাই ছিলাম, ধন্যবাদ ভাই",NAG,NGEN
C65.265,তুই নায়ক হওয়ার পর থেকে কেউ আর বাংলা মুভি দেখে না,CAG,NGEN
C68.21,অই মাগিকে লাথি মার,OAG,GEN
C59.139,বাহ রানু দি বাহ,NAG,NGEN
C44.239,Khankir chele der Moto public chi 🤮🤮,OAG,GEN
C65.219,"bangla cinemar r man sonman thaklona
faltu ekta hero",CAG,NGEN
C68.1196,ওকে মারা উচিত।,OAG,NGEN
C59.1206,👏👏👏,NAG,NGEN
C68.453,Sala batpar bolos akta dekhas arekta,OAG,NGEN
C59.490,Bah dada awesome...💕💕,NAG,NGEN
C68.1044,"Ekdom, Boss.",NAG,NGEN
C68.1314,"Uni osikkhito mohila, uni ATO kichu vabte paren na bole Amar mone hoi",NAG,NGEN
C46.232.1,Islam duniar jonno haram.,CAG,NGEN
C68.91,"Dhor bara gudmaranir vai ranu mondol r ranu mondol khanki magi baler video
pagla choda",OAG,GEN
C44.347.2,@Sarmin Moktar কেমন আছেন আপনি?,NAG,NGEN
C68.983,"Jemon mamata didi temni ranu mandal, didi jemon vul val majhe
majhe bole, temni ranu mandal nijer okat ki bujate parche na, beiman sala",OAG,NGEN
C44.70,sala video ta dekhe amar rokto grom hoya galo .... kulangar vai bon ..😠😠😠,OAG,GEN
C59.2212,😂😂😂👏👏👏,NAG,NGEN
C45.565,কারো পেশাকে ছোট করে দেখা ভালো নয়।,NAG,NGEN
C62.8,"অপু,তোমাকে,আমি,বিয়ে,করব,কি,বলেন",NAG,NGEN
C59.337,Fatafati dada,NAG,NGEN
C59.2299,Super vdo yr,NAG,NGEN
C46.229.3,Nikita Roy katuya tor mar gude,OAG,GEN
C68.1238,"Kothaye juta churey marlo.
Bhulbhal kotha",CAG,NGEN
