ID,Text,Sub-task A,Sub-task B
C59.1587,I love this video....love from Assam 😘 😘,NAG,NGEN
C7.22,"Don't agree with you in this. Toxic masculinity is as disgusting as fake
feminism.",OAG,NGEN
C10.23,"Nupur Sharma trolled the living daylights out of that accented lady, Kasturi
Shankar. Good one :D",NAG,NGEN
C7.2083,I totally agree with you bhai,NAG,NGEN
C10.420,"If there is no law against arundhati roy, why throw abuses at her. If there is
a law, let the govt take legal action. This is her profession, and many
unemployed Indian youth will also adopt this easy money profession.",NAG,NGEN
C4.152,This is soo true 💯💯💯💯💯❤ bhai..u are best..,NAG,NGEN
C63.129,Hi I love you💙👌👌👍👍👍💙🔔🔔🔔,NAG,NGEN
C4.539,agreed man,NAG,NGEN
C10.334,"This is insane. Indian politicians make a lot of noice without making any
concrete action against Arundhadhi Roy. What is the problem for not putting
her behind bar? You have already listed all the crimes she had committed.",NAG,NGEN
C4.1460,Love you bhai 😂,NAG,NGEN
C7.929,"Ye mardangi he kya apke hisab se??  
  
The first scene itself begins with Shahid's character Kabir threatening a girl
to take off her clothes at knifepoint.. How is rape any different?? He does
many self-destructive, despicable and hurtful things like  
  
1\. Chasing his maid from his flat out of the society gates just for
accidentally breaking a glass.  
  
2\. Kissing a girl who he barely knows, without her consent right in the
middle of college campus in full public view.  
  
3\. Telling the girl of your dreams that I will kiss your mother and sister  
  
4\. Making her stay at a guys' hostel, apparently out of the care for her  
  
5\. Boasting about the fact that he had alcohol every time before he performed
the more than 500 surgeries, without a single one going awry!  
  
Strangest part of it all is that nobody seems to oppose him or thrash him
black and blue, except for his father. As all this happens, the college
authorities and the people around have fevi kwik between their lips and their
eye lids.",NAG,NGEN
C7.1907,"Rajeev Masand's review 0/5  
Pratik Borade's review 5/5  
  
Loved ur opinion sirji",NAG,NGEN
C4.2264.3,True fact.,NAG,NGEN
C7.1591,"The so called feminists try to be superior. They are afraid of equality.
Please,bring equality. That's important and beneficial for society.",CAG,NGEN
C26.285,"If your wife files false dowry harassment, police complaint against the
husband.  
If your wife false domestic violence complaint against you to harass you.  
If your wife calls police to threaten you.  
If your wife has filed multifarous litigations on you then call # 9873540498
at man cell delhi  
  
At Man Cell Delhi we provide the men with atur chatur counselling in which
guidance is provided regarding how to file false cases. Also RTI , dp3,
extortion, perjury, malicious prosecution, crpc 91, 21-b etc type fighting
tactics are guided to you so that you can fight the false cases on you & your
family at your own.  
  
  
<http://manhelpdelhi.blogspot.com>",NAG,NGEN
C7.1549.1,"@Ekta Saikia First of all if my words were harsh then accept my apologies...i
am a researcher in engineering by profession and i just believe in the facts
and technical reasons only. so, the behavior of any male is completely depends
on how his parents raise him and what he's been taught at home ,nothing else
can change. Once opinion specially films if we teach everyone that its not
real and its just for fun and imagination.  
Please don't feel so offensive because most of the mans are very good even you
might have friends in boys on whom you can trust. one more thing i like iron
man so, what does it mean...? should i start jumping from buildings to follow
him?  
its about our born brought up lessons madam from which we are quite able to
decide what to learn and what not to...  
by the way if some guy is bad then nothing can be done because he will sees
the negativity around and will do wrong things only, for such persons, jail is
right place.  
[#please](http://www.youtube.com/results?search_query=%23please) understand my
point of view.",CAG,NGEN
C59.1288,Supar,NAG,NGEN
C7.591,Very nice criticism 👌👌,NAG,NGEN
C4.2139.4,"vipul bisht forget about ramadhir.Sardar khan till the end of his life looked
exactly like how he used to look back in [60s.No](http://60s.no/) doubt the
plot is masterpiece but that doesn't mean you will have to support the other
logical aspect like a blind man.",NAG,NGEN
C4.1590,"I am in Middle of the video 4.43 and whatever he is saying is apparently but
genuinely Fact and So i Gave up watching Bollywood for good since 2015 and I
am ""adamant"" its Garbage.",NAG,NGEN
C68.636,Mad,NAG,NGEN
C4.1834,Eagerly waiting for this,NAG,NGEN
C7.2074,"Difference between Feminism and Sexism  
Feminism - I Was Fucked By 10 Sexists  
Sexism- I Fucked 10 Feminist",OAG,GEN
C7.748.2,"@rudra m : chorr yaar, he is a beta simp white knight who thinks that
masculinity only can be toxic",OAG,NGEN
C33.525,Rocking ..👏👏,NAG,NGEN
C68.1226,"You exposed your self . What is harm for you . Have you any guards to make
comments over political leaders on their education, control over English , and
back ground ? I am not a fan of Ranu Mondal . You must more cautious on
language before such
comments .",OAG,NGEN
C10.1025,Best name for Chutiya Anrudita would be MC-BC.,OAG,GEN
C59.2306,Lovely bro...top classsss,NAG,NGEN
C10.27,"Gosh, what an obnoxious woman this Nupur is!",NAG,NGEN
C4.2043,Plz do on joker movie,NAG,NGEN
C59.1593,Bro what a video now this is a man .i am big fan bro,NAG,NGEN
C7.18,"Other than liberals and feminism the movie has lots of loopholes....if you
don't agree comment back",CAG,NGEN
C7.481,Lallantop [#MC](http://www.youtube.com/results?search_query=%23MC),NAG,NGEN
C7.417,Well said 👏👏👏👏👏👏,NAG,NGEN
C57.41,Who was the singer..he was sing totally wrong lyrics..,NAG,NGEN
C59.1331,I jst hate her ranu beggar,OAG,NGEN
C10.336,"LEFT HAND we use for what..back was insnt it....??? they deserve that
position..they are just educated by degree only inside a zombie's blind
Islamic zombies....lefties in India is cancer.....bloody western mole ...they
are aginst Modi its ok why they are supporting anti-Indian
theory???.....bloody rascals....",NAG,NGEN
C4.495,Only thing good about kabir Singh movie is shahid acting...nothing else...,NAG,NGEN
C4.72,You are absolutely right about kabir singh,NAG,NGEN
C45.239,Ok done via,NAG,NGEN
C59.32,Real,NAG,NGEN
C59.745,Thanks u bro,NAG,NGEN
C63.192.2,Rakib Hossian : ttc,NAG,NGEN
C9.255,"Correction: The address is now  
7, Lok Kalyan Marg not Race Cource Road.",NAG,NGEN
C33.390,Single gay looking for true love😥😥,NAG,NGEN
C7.170.3,"@Pratik Borade Pratik Borade bro  
1\. You are not conservative. You are liberal . You are just scared of the
word but you are liberal. I have same thought as you but i call myself as
liberal. Dude your thoughts are liberals. Most of the thing you said about
liberal is not true  
. Things like nudity and stuff. Indigenous tribe who live naked doesn't know
anything. So i dont expect you to tell me what to wear.  
2\. Vedas are bullshit. Do u think god wrote the vedas? I am an atheist. If u
start questioning vedas you will find it just a book written by prosperous
people to control the entire community. How can u relate Mathematics with
vedas? Pls dont tell me calculus was invented by vedas.  
3\. people of indus valley civilization didn't have any Hindu gods. Vedas are
written after indus valley civilization. And zero was in use in Nile Valley
Civilizations too. I can't say who used it first.  
4 . Liberals oppose war. And you think its a bad thought. On man oh man.. god
save me although i dont believe in god.  
5\. Vietnam war ......? Seriously... Do u know anything about Vietnam war?  
6\. I respect aadiwasi ritual and belief system. Far more logical than hindus
but मुझे आदिवासियों के अंधविशवासों प्र विश्वास नहीं। इसलिए मै खुद को
conservative नहीं कह सकता आपकी liberal वाली defination से मै खुद को liberal भी
नहीं कह सकता क्यों की liberal वह नहीं जो आप बता रहे हो। I love my country and
my indigenous culture . The thing is we liberals respect every country and
their culture.. लेकिन कहना तो सिर्फ इतना है कि यदि रीति रिवाजों में कुछ कमिया
है तो उसको सुधार कर नई अeच्छी बातो को अपनाओ।",OAG,NGEN
C4.1853,HEART TOUCHING.,NAG,NGEN
C10.109,Kasturi talk like stupid (chutya),NAG,GEN
C46.222,Sad 😅😢😭,NAG,NGEN
C26.137,real hero he did good job salute to Mr Jahangir🙏👼👍,NAG,NGEN
C20.61,"Honestly who made this bisexual sucharita a fucking critic she is just so
fucking annoying",OAG,GEN
C7.2097.3,"@Devanshu Dodiya it's not about seeing from someone else's perspective it's
about understanding other's perspective......read this twice and think
carefully",CAG,NGEN
C4.702.2,@N aur tu v😂,NAG,NGEN
C59.1083,Street beggar are better than Ranu Mondal.....,OAG,NGEN
C10.60,Why is my comments censored/this is how the divide begins!!!!!!,NAG,NGEN
C59.1742,Supper u r legent,NAG,NGEN
C7.687,Shame. Such a shame on your part.,CAG,NGEN
C7.1290.1,"Kabir Singh effect:  
<https://www.ndtv.com/india-news/bulandshahr-hit-and-run-up-man-allegedly-
tries-to-molest-woman-runs-over-2-in-revenge-attack-2058797?pfrom=home-
topscroll>",NAG,NGEN
C45.800.1,"BbhbbbbbhbbbbbbbbbbbbbbbbbbbBbhbbbbbhbbbbbbbbbbbbbbbbbb bbhb gG bg gG bb. Bb.
V, you are a bit gbhhggbvhhbb g g g g bbbbbb h bbb. Bbbbh",NAG,NGEN
C10.484,What open discussion u people were doing other than just supporting rss agenda,NAG,NGEN
C47.32.1,Zxuz,NAG,NGEN
C4.1070,"Im in claas 10th,  
And you changed my whole perspective about bollywood movies, you saved my
life....  
Thank u so much.  
First time I saw a man who can really talk about this. Before that everyone
blindly follows bollywood movies.  
Now I'll try to share this message and influence them to escape themselves
from cage of bollywood..",NAG,NGEN
C4.1612.4,"Mission mangal is average .you never feel sort of science in it . Just sold
nationalism. See first man or martian",NAG,NGEN
C7.10,Having sex before getting married how could this be correct???,OAG,NGEN
C4.1079,Sir I always wanted you to make this video,NAG,NGEN
C32.22.3,SHAYRI & WHATSAPP STATUS no,NAG,NGEN
C4.38.1,Actually every Bollywood crap is criticized here.. don't worry,NAG,NGEN
C7.1586,"Totally waste of time.... This is not a movie review, not at all.",CAG,NGEN
C4.1184.4,Same here,NAG,NGEN
C10.157,Is this a debate !!!!!,NAG,NGEN
C10.516,"Ranga - Billa Arundhati Roy  
Ranga- Billa Rahul Gandhi  
Ranga - Billa SoniaGandhi  
Ranga-Billa Owassi  
Etc etc etc",NAG,NGEN
C7.1052,Amazingly clarified,NAG,NGEN
C7.2426,[3:40](https://www.youtube.com/watch?v=J2J5ssSP5yQ&t=3m40s) video start..😏,NAG,NGEN
C38.448.1,Hello bitch lasagna.,CAG,GEN
C59.1184,👍🏻👍🏻👍🏻👍🏻👍🏻nice,NAG,NGEN
C26.130,"Jahangir bro, well done , may God bless you",NAG,NGEN
C33.659,Approval of lgbt might reduce over population in India,NAG,NGEN
C33.430,"I like this orange t-shirt wala  
So cute",NAG,NGEN
C7.2139,"Awesome tha sir loved it  
these so called famists are ruining the value of relationship and meaning of
commitment",CAG,NGEN
C7.2192,Fake feminism is spreading like plague..,OAG,NGEN
C7.2327,"It's a ""Character Driven Story"" , the story of 'Kabir Singh' , the scenes in
the movie follows Kabir where the other actors will automatically have less
duration and less dialogues.  
Some feminists and Kiara's fans complaining about very less dialogues for
Kiara advani, they didn't even understand that Preeti character was full of
expressions who actually was an innocent girl of 19 and drives with Kabir
character where both of them feels responsible for the life and family.  
Before commenting something about the film they should understand the depth of
the characters and the new type of scenes which will actually happen in
reality.",NAG,NGEN
C58.481,dede i love u 🙌,NAG,NGEN
C25.531.1,"polygraph is not perfect, very easy to fool.",NAG,NGEN
C32.74,"Whoever made this video, will take birth as transgender in his next live. I
wish.",CAG,NGEN
C7.2376,"Finally someone gets the movie. When Arjun Reddy released in South India it
became an instant rage and what everybody took out of that film was True Love,
emotion and Commitment but seems like northern part of India took something
else from Kabir singh sadly.",NAG,NGEN
C7.174,"Do you know what feminism really is????? I think you are only aware about the
pseudo feminism.and you think that feminists are doing bad for society??
Really?!!!😂😂",CAG,NGEN
C25.562,what a bullshit Geneder equality????wtf?,OAG,NGEN
C7.1197,So true bro,NAG,NGEN
C25.619,Luv yu Deepika ;),NAG,NGEN
C59.1453,My favorite video yrr,NAG,NGEN
C25.603.2,😂😂😂 Who made her advocate of supreme court,CAG,NGEN
C4.975,Shwetabh Bhai JOKER(MASTERPIECE),NAG,NGEN
C33.789.1,Thankyu so much,NAG,NGEN
C10.711,"ARUNDATHI ROY is not just a migraine but a cancer to our country..you may die
a cruel death...",OAG,NGEN
C4.19,Super review,NAG,NGEN
C4.2111.2,@Harsh kushwaha right,NAG,NGEN
C33.349,hahah hahha yaar so good...😀😀😀😂😂😂😂,NAG,NGEN
C7.1865,"Problem is not the problem  
Problem is your attitude about the problem : Jack Sparrow",NAG,NGEN
C59.475,"1 st view
Love u From Bangladesh",NAG,NGEN
C4.485.1,True lol,NAG,NGEN
C33.412,English subtitles titles please,NAG,NGEN
C10.642,Looks like a drug addict,NAG,NGEN
C7.839.1,Very nice movie,NAG,NGEN
C38.161,"Why are we running behind the West. Although I'm neutral on homosexuality I
find it so sad, it makes me so sad to see my people say accepting
homosexuality takes them towards development and modernity. We should not try
so hard to fit in the west. We are Indian, we should stand back to our own
culture. P.S we are ex British colony so my education was always of English so
I prefer to write in English.",NAG,GEN
C4.514,After long time quality video,NAG,NGEN
C58.476,Right 🤣,NAG,NGEN
C33.602,Hmm nice I'm also lesbian nice video,NAG,NGEN
C7.1097,Agree with you!! Nowadays femisnists do such things just to get attention!,CAG,NGEN
C68.33,Goob,NAG,NGEN
C7.2399,U r mad,NAG,NGEN
C10.759,"What do you mean of freedom, destroy the country thats what mean freedom of
speech.",NAG,NGEN
C4.2094.1,And both directed by same person.,NAG,NGEN
C4.2243,Waited for this vedio because I didn't liked this vedio,NAG,NGEN
C43.136,eunuch to eunuchs,CAG,GEN
C4.789,"If people start thinking so logically and can think in such a simple manner
then there won;t be any issues in this world and society. Human beings are
complex and they have emotions and feelings. This movie was an emotional
experience, if you start analyzing emotions logically then you will never able
to understand it. Emotions are to feel and not to analyze and people connected
with the emotions. This movie does not have any item song neither it shows any
female actor where camera is panning on her body parts to titillate the
audience and that is very rare in bollywood commercial films with item songs
(no one is talking about that). Everything is about the character and its
journey - good, bad or ugly and writer should have freedom to create
characters as per their will and not as per social morality.",NAG,NGEN
C4.1976.2,Thank you for enlightening us.,NAG,NGEN
C4.327,"Item songs are ruining our culture.
1 girl is dancing among too many men. It's a so pathetic. and insult of women.",CAG,NGEN
C4.1197,That's why I watch ANIME instead of bollywood,NAG,NGEN
C4.1984,"those who are giving dislikes, are 'self-destructive chutiya'",NAG,NGEN
C26.340,He proved himself to be real man.,NAG,NGEN
C68.1267,I think she is half mad.,CAG,NGEN
C32.2,"What's the name of that hot bearded guy ....his Insta ?......he's fucking hot
...I would like to be in Ur videos",OAG,GEN
C10.384.5,Her father was Kung fu kutta.,OAG,GEN
C10.592,she should be in jail,NAG,NGEN
C4.1360,Your view about Todd Phillips' JOKER ?,NAG,NGEN
C7.1350,Pratik bhai you are the gem of India,NAG,NGEN
C33.600.2,Not fore ward but moving back ward. Its my personal opinion 😑😑😑,NAG,NGEN
C26.263,wonderful!!!!,NAG,NGEN
C4.1778,"I haven't watched a single bollywood film in the last 1.5 years.  
  
Please make a video on Joker (2019).  
  
Would love to hear your opinion.",NAG,NGEN
C45.227,8967644121,NAG,NGEN
C68.1237.1,Perfect,NAG,NGEN
C7.2605,Nyccc sir,NAG,NGEN
C7.560,as always u always nailed again,NAG,NGEN
C7.643,Khup Sundar review aahe sir I loved ur Marathi swag while speaking Hindi 💯👍👍,NAG,NGEN
C7.717.1,"😂😂 arrey madam sahi toh bola hai usne. The film is not glorifying toxic
masculinity. Would love to hear your honest opinion about the film.",NAG,NGEN
C25.560,Fucking Indian laws...shameless country..,OAG,NGEN
C33.503,"First stop aborting and killing daughters before birth and stop throughing
them in dustbins then you will have many people for trying",CAG,NGEN
C10.724,Many more beaches in india why not being arrested exposed,NAG,NGEN
C57.8,"There is nothing that I can consider as dance. It seems gradually after few
moments someone feels chulkani & khauzani.",CAG,NGEN
C7.1074.1,You are a pedofile,OAG,NGEN
C26.266.1,Blind law = Foolish law,CAG,NGEN
C10.162,She is nothing but a public nuisance.....😠😠😠,NAG,NGEN
C4.1337.3,"@akshay Viswambharan but atleast doctor strange is not misleading people like
this useless piece of poop kabir singh",NAG,NGEN
C10.1385.5,"​@Kanan kumar Das **IN ABSENCE OF STRICT LAW ANY ANTI-NATIONAL CAN INSTIGATE
PEOPLE TO INDULGE IN VIOLENCE AND DISRUPT GOVERNANCE AND PUT TO THREAT
NATIONAL SECURITY....LOOK WHAT SHE IS OPENLY SAYING.....SHE IS SAYING THAT,
""KYA HUM INKO 4 SAAL KATNE DENGE""...IMPLORING PEOPLE TO TOPPLE AN ELECTED
GOVERNMENT.....WHY SUCH BASTARDS CANNOT BE BEHIND THE BARS AND BE PUNISHED SO
THAT ANYONE CANNOT INSTIGATE MASSES TO TAKE LAW IN THEIR HANDS......WHY THE
COURTS ARE NOT TAKING ANY SUO MOTO ACTION...WHY POLICE IS SO SOFT... WHY PIL
IS NOT BEING FILED....WHAY IS ARMY SOFT ON THESE INTERNAL ENEMIES......WHY
POLITICIANS IN THE GOVERNMENT ARE SOFT......WHAT THE FUCK IS
HAPPENING.....??????**",NAG,GEN
C4.1189,"Totally agreed....i felt the same during the movie Mission mangal...like why
the hell was there any need to put such characters",NAG,NGEN
C7.1065,**Spoilers Alert** ‼,NAG,NGEN
C10.442,fish market....what a shame ...disgusting debate yuckkk,NAG,NGEN
C7.114,[14:26](https://www.youtube.com/watch?v=J2J5ssSP5yQ&t=14m26s),NAG,NGEN
C38.29,"Hinduism is one of the most liberal cultures in the world. There are numerous
homosexual encounters even in the puranas and a detailed accounts of same sex
relationsips. Such as that of Agni and Soma(moon lord). It's shch a shame that
these fundamentalists and propogaters of Hindutva(Bhajrang Dal, RSS etc) have
irresponsibly misinterpreted and appropriated them by relying on the
conservative manipulation of ancient indian texts such as the British. Going
by there own narrative..these bastards are in fact the true ""Anti
Nationals""(Hindutvavadis). They have contaminated the real plurality and
diversified ideals of our culture.",NAG,GEN
C33.488,I M ONLY BISEXUAL HERE??,NAG,NGEN
C7.2561,**Flimcompanion**,NAG,NGEN
C33.507.2,"Disha R SHAJI  
HELLO",NAG,NGEN
C4.347,"South movie fans like here
They are best than bollywood movie",NAG,NGEN
C7.1854,Agreee,NAG,NGEN
C33.794,Flow me plz,NAG,NGEN
C7.477.1,Hahaha 😂😂😂😂😂 u r damn right,NAG,NGEN
C10.692,She is totaly terirest...,OAG,NGEN
C4.1047,"I've been thinking of making such analysis on kabir singh since I saw the
movie.... but I'm too lazy 😂",NAG,NGEN
C38.336.1,"she also said ""TU thik to hai na"", i.e you are not gay right as you so openly
support LGBT people",NAG,GEN
C7.1478.1,One sane individual..thank you for a glorious reply.,NAG,NGEN
C4.401,Hats off to this man....each and every word he said is damn true...,NAG,NGEN
C59.1996,Supar youaer ret,NAG,NGEN
C7.156,"PLEASE review about Dr Rajkumar and Shankar Nag. PLEASE SEARCH ABOUT them if
they deserve then only review thier personality",NAG,NGEN
C4.2246,Wow what a topic hit like for this 😍,NAG,NGEN
C4.702.1,Respect,NAG,NGEN
C26.338,"God bless the husband. What is the point of the courts, the law and the police
if you are driven to this? Fuck the 498A. Is 498A for projecting the woman???
How?? Its gives the woman the legal right to abuse the man. Fuck such a law.
Hang the law maker to put this 498A law into the legal system.",OAG,NGEN
C26.287,"judicious stap by Guy,May God keep him safe.If laws not on his side, what else
a men can do?",NAG,NGEN
C36.251,"allowing homosexuals in army is like playing with poisonous snakes , u might
not know when they will bite u. ( I believe if homosexuals allowed in army
they will become enemies of India.)",NAG,GEN
C4.2139.3,"vipul bisht does your mother and father looks exactly the same the way they
looked back in 70s and 80s?",NAG,NGEN
C4.1307,"**Few chutiyas will still speak Shit, they will say it 's not Shahid's Fault,
look at the Acting skills of Shahid, he was just playing a character of a
spoilt brat, territorial, possessive, self destructive, angry man....dont take
it too seriously, just enjoy Shahid's Acting**",CAG,NGEN
C7.1089,Go and watch Suchitra review on film companion,NAG,NGEN
C7.1016,"always remember this- anything which is remotely disrespectfull to women, ppl
like that thing bcuz thats what male ego is. They want to satisfy their own
ego and nothing else.",OAG,GEN
C7.1403,"The problem is not the slap scene... the problem is glorification of it!!! And
on top of it in your own words you said that it is not necessary that men
should always be portrayed as saints in movies accordingly it is not necessary
that women should be projected as pure and innocent! Since men have enjoyed
the screen space in movies from the inception of movies and gotten away with
projected as heroic and manly for molesting, suppress or objectifying women,
let our leading ladies have the fun!! Or else let wrong be wrong , no matter
which sex it comes from and stay neutral rather than justifying a male
character and further inflating male ego and their superiority complex!! But
on a more serious note I don’t think every liberals or feminists comes from a
place of hating men just like how every conservative does not come from a
place of hating women!! Let night he ideologies be used where they are
needed!! Why do people have to be so rigid, timid and regressive as well as
extremists in following an ideology ( liberal or anti-liberal) for that
matter!!! Let’s be more welcoming of change for better and accommodating of
age old traditions which are actually good and holistic!!",CAG,NGEN
C7.605,"Bro I would like to say one thing ki is movie me koi problem nai hai except
drink and smoke jo ki he youngsters boy possible, isko follow krskte hai kyu ,
kyuki uska best actor in this movie krrha hai. And one more thing in 4 more
shots series me bhi I really object the character of girl journalist who
usually do regular random sex. Bro hm SB ek jses nai hai feminist type. But
what ever things r not right whether it is done by actor or actress give bad
posters in social life, will never appreciated.",NAG,NGEN
C4.102,Bollywood needs this 20 min to rethink about their movies..,NAG,NGEN
C4.2216.2,They are bhaavook emotional chutiyas!!!!🤣🤣🤣,CAG,NGEN
C4.658.3,@vamshi bommena lol.. 😁😁,NAG,NGEN
C7.782,True af,OAG,NGEN
C26.120,Real hero..salute u,NAG,NGEN
C4.295,Eye opening video.🔥,NAG,NGEN
C33.675,Very good acting👌👌👌🌹❤️,NAG,NGEN
C4.925,"They can redeem themself by releasing another movie from pov of preeti showing
all abuse and her being dumb.",CAG,NGEN
C59.1283,Send Ranu Randy to Rachi,OAG,GEN
C7.698,Kabir singh 5 star,NAG,NGEN
C20.31,"Sucharita is saying its a bad muv so now it's a must watch film 😁😁😁😁😁 take
this sucharita randi🖕🖕🖕🖕🖕🖕",NAG,GEN
C45.387,Very daring true video,NAG,NGEN
C4.1673,The moment i saw the trailer of the movie i knew i will not watch it.,NAG,NGEN
C7.41.1,"@R R R just like bollywood, you also copy what has been said before, bitch!",OAG,NGEN
C7.1807,"Now all the Khan's especially S.K. are flopping and The rise of great actors
is Happening",NAG,NGEN
C7.914,"You are out of your mind idiot  
You showing the negative side of feminism",OAG,NGEN
C10.180,Godi media,NAG,NGEN
C4.2076,U r too good sir.....,NAG,NGEN
C7.2333,"Bhai,absolutely loved this video, well said..",NAG,NGEN
C4.1488,Shwetabh... Watch Byomkesh Bakshi... Sushant's,NAG,NGEN
C58.294,"**Best Work,Ritu...**",NAG,NGEN
C7.776,Totally Agree with you sir 👌,NAG,NGEN
C4.291.2,Father?,NAG,NGEN
C7.211,"I have watched this movie yesterday i don't feel anything wrong but the way
kabir approaches priti was not good.",CAG,NGEN
C63.73.1,Hotxx,NAG,NGEN
C7.1157,Nice review sir,NAG,NGEN
C38.464,"jitne wrong kah rhe hn wo sare bi sexual hn.because its prove that all
homophofic are always homosexual",NAG,GEN
C9.162,"Arun dhati Roy is 💯%right,",NAG,NGEN
C10.772,"Why don't they arrest her and do lathi charge training in the cell by newly
inducted police cops. The police will have the training completed and India
will get rid of the headache it's got",OAG,NGEN
C26.317,injustice gives the solution,NAG,NGEN
C33.420,Superb...👍,NAG,NGEN
C4.708,"Every movie in Bollywood is a musical, no one gives a shit but Hollywood's one
musical becomes the best one ever made.",NAG,NGEN
C32.16.1,Call me 9876380919,NAG,NGEN
C4.1700.2,"@Dr.Priyanka Verma yup, I can understand .",NAG,NGEN
C59.35,Yes boss,NAG,NGEN
C7.905.2,"@Sam J i think, either you don't know english or you simply don't want to
understand. i clearly said that i love equality and also answered you when you
asked about superiority that i never consider myself above any women or men as
i believe in equality. even though comment like ""these people don't know"",
what is this? God bless you.",CAG,NGEN
C32.158,"Fantastic work by you whole team.  
All actors Shalu, Palkesh,Chandu .Acting was good,  
Direction by My Childhood friend Arjun as always going to great heights.  
Rajesh bhai also a great banner for all these.  
Bottom line Starting Dialogue of Uncle Ji is always Zordaar Zabarast.  
Keep it up all.🤟👍",NAG,NGEN
C4.341,Best line 4.20 nationalism mein bhi cash cow,NAG,NGEN
C10.384.1,"Lutyens go to hell  
But Baniya modi shah go to the center of the earth. They are disgrace to
humanity. Gandi soch on hindu muslim of baniya modi shah",CAG,NGEN
C7.1307.1,"@Kya Bolta Hai thanks bro. But I don't want to watch a movie which glorifies
alcohol abuse and toxic masculinity. The trailer itself creates anger in my
mind. Better to skip it. Don't have anything against others who watch it.",CAG,NGEN
C7.31,"this man is fully confused, he really need a girlfriend, and he is telling us
by mutual consent he did not mind if his girlfriend get fucked by someone
else??? Grow up man and change your THARKI T-Shirt?",OAG,GEN
C4.1684.3,"Lol, he almost have 800k subscribers.",NAG,NGEN
C33.579,Overacting,CAG,NGEN
C7.2155,I respect you broo good job thanks for honest review,NAG,NGEN
C9.237.1,V r with modiji,NAG,NGEN
C10.480,"All these urban naxaulites like Arundhati Roy have citizenship in other
countries, My hindu brothers, where will u go? Fir shake of money they will
sell us! What this Prustitute Arundhati Roy did for the nation's economy,
science, technology, envirniment, poor...nothing!",OAG,GEN
C7.1372,Shut the fuck up,OAG,NGEN
C10.452,She looks like a witch,OAG,NGEN
C4.47,"In the original version, arjun never had any physical relationship with any
girl.. There was a scene in which shiva explains to his father",NAG,NGEN
C4.1906,"[11:45](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=11m45s) and
[13:20](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=13m20s)🤣🤣🤣🤣Epic sir",NAG,NGEN
C4.778,"I didn't watch the movie and I have no remorse. Three simple rules which help
me to decide whether to watch or not to watch a movie.
1.If it is a Bollywood movie with an age old ""Love Story"" then it's a big no
no.
2.If it is a movie which is promoting any form of stupid propaganda then
sorry!!
3.If it's a movie with a big starcast consisting products of nepotism then
nope!",NAG,NGEN
C59.521,"It's very very nice comedy. And Ranu Mandal is station word, or, selfish
singer and scoundrel girl.",OAG,NGEN
C45.330.1,"09777070288 IAm from Odisha state bhubaneswar iam specialist body Massagboy
msg me on whatsapp and call me now for 7",NAG,NGEN
C68.56.4,Of course why not,NAG,NGEN
C10.525,"Please learn "" how to speak lie and false statement from this lady.",NAG,NGEN
C7.1293,I love u brother... Your thoughts is right....,NAG,NGEN
C7.1825,"According to them it has a bad impact on society as it is glorifying alcohol
and drugs..like after watching gangs of wasseypur people started killing on
roads randomly 🤣",CAG,NGEN
C7.2463.2,"South Indian movies also remake Bollywood movies , but yeah most flims of
Bollywood now are shit",CAG,NGEN
C68.578,Aapla record coral 01907619341,NAG,NGEN
C7.2275.1,@Pratik Borade Lekin Pratik sir I am against glorifying him,CAG,NGEN
C10.703,"People of the country now realised the culture of Arundhati Roy. Very shameful
statement .",NAG,NGEN
C10.284,She should be kept in jail,NAG,NGEN
C10.384.4,She must have a Pakistani father whose blood she inherited.,CAG,NGEN
C4.2182,"I dunno, but I had this gut feeling inside of me saying ""Shewtabh will surely
share his opinions on Kabir Singh movie"" ever since it was launched, guess my
feeling wasn't wrong at all. 🙃",NAG,NGEN
C57.67,love for jisu,NAG,NGEN
C4.2265.1,"Is it possible
Wtf is this showing",NAG,NGEN
C58.159.1,"What the fck ""his"" lol stupid i think its her",CAG,NGEN
C7.1070,"Your own sister or frnds would also have felt little uncomfortable in many of
the stupid scenes of that movie .....No offence from the movie but your
explanation is extremely stupid .....",OAG,NGEN
C32.43,Wrong,NAG,NGEN
C4.1353,"Shwetabh Bhai, you are one of the best Youtuber.",NAG,NGEN
C26.294.2,"Sea Change she is now telling that man like jahangir bhi is dangerous and in
the same mouth she is telling that jahangir bhi is right.I am also a girl but
not like her.I think she supports sec 498",NAG,NGEN
C10.726,"this idiot lady was praising jklf ....yassin malik  
she said once that pak army din killed bengalis in 1971.........no genocide
happened in 1971",NAG,NGEN
C33.645,I am a lesbian and I am a proud of me and good message love is love,NAG,NGEN
C4.1754,"Thank God It is 11 year when I left to watch bollywood movie  
  
But I remember a movie name Room which I guess Indian should watch",NAG,NGEN
